Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
7/22/2022 17:20,7/22/2022 18:53,Hammer strenght high row,60,8,Without d handle feel smooth,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Hammer strenght high row,60,8,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Hammer strenght high row,70,7,7.5 Heavy af mabe not ready to up,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Incline Dumbbell Press,80,9,,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Incline Dumbbell Press,80,10,,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Incline Dumbbell Press,80,8,,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Lat pulldown,105,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Lat pulldown,105,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Lat pulldown,105,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,High to low cable chest fly,60,8,,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,High to low cable chest fly,76,9,4 plate of kg,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,High to low cable chest fly,76,9,,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Low to high cable chest fly,76,5,76 is hard af,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Low to high cable chest fly,70,8,3 plate of kg and 2 outside,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Low to high cable chest fly,70,8,Pretty tough,,,,Chest,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,T-Bar row,45,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,T-Bar row,45,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,T-Bar row,45,10,,,,,Back,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Lateral cable raise,20,10,,,,,Shoulders,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Lateral cable raise,20,10,,,,,Shoulders,"Upper body (chest, back, shoulder)",
7/22/2022 17:20,7/22/2022 18:53,Lateral cable raise,20,10,5 more on 10lbs,,,,Shoulders,"Upper body (chest, back, shoulder)",
7/21/2022 16:45,7/21/2022 17:17,Abs roller,0,10,,,,,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Abs roller,10,10,,,,,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Abs roller,0,10,,,,,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Leg Raises,0,10,,,,,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Leg Raises,0,10,,,,,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Leg Raises,0,10,,,,,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Death hang,0,,,,,28,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Death hang,0,,,,,28,Abs,Rest day,
7/21/2022 16:45,7/21/2022 17:17,Death hang,0,,,,,25,Abs,Rest day,
7/20/2022 18:01,7/20/2022 19:15,Squat,135,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Squat,135,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Squat,155,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Squat,155,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Leg Extensions,90,10,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Leg Extensions,90,10,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Leg Extensions,90,12,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Leg Curls,80,10,5 for 90lbs and 5for 60lbs (90lbs hard af),,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Leg Curls,80,9,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Leg Curls,90,8,A bit sloppy not really controlling ang go fast,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Dumbbell RDL,70,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Dumbbell RDL,70,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Dumbbell RDL,70,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Calf Raises,135,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Calf Raises,135,8,,,,,Legs,Legs,
7/20/2022 18:01,7/20/2022 19:15,Calf Raises,135,9,,,,,Legs,Legs,
7/19/2022 18:00,7/19/2022 19:28,Pull Up,0,5,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Pull Up,0,5,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Pull Up,0,5,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Hammer strenght high row,60,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Hammer strenght high row,60,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Hammer strenght high row,60,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Lat pulldown,105,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Lat pulldown,105,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Lat pulldown,105,5,4 more on 90lbs,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Lat pushdown,60,10,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Lat pushdown,60,10,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Lat pushdown,60,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,T-Bar row,45,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,T-Bar row,45,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,T-Bar row,45,8,,,,,Back,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Incline dumbbell curl,40,8,,,,,Biceps,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Incline dumbbell curl,40,8,,,,,Biceps,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Incline dumbbell curl,40,8,,,,,Biceps,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Hammer Curl,40,12,,,,,Biceps,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Hammer Curl,40,12,,,,,Biceps,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Preacher curl,60,5,"3 more on  50lbs, week af",,,,Biceps,Pull,145
7/19/2022 18:00,7/19/2022 19:28,Preacher curl,65,6,2 more on 50,,,,Biceps,Pull,145
7/18/2022 18:23,7/18/2022 19:56,Bench Press,155,4,,,,,Chest,Push,145
7/18/2022 18:23,7/18/2022 19:56,Bench Press,135,8,,,,,Chest,Push,145
7/18/2022 18:23,7/18/2022 19:56,Bench Press,135,8,,,,,Chest,Push,145
7/18/2022 18:23,7/18/2022 19:56,Incline Dumbbell Press,80,8,,,,,Chest,Push,145
7/18/2022 18:23,7/18/2022 19:56,Incline Dumbbell Press,80,8,,,,,Chest,Push,145
7/18/2022 18:23,7/18/2022 19:56,Incline Dumbbell Press,80,8,,,,,Chest,Push,145
7/18/2022 18:23,7/18/2022 19:56,Shoulder Dumbbell Press,70,9,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Shoulder Dumbbell Press,70,8,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Shoulder Dumbbell Press,70,8,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Heavy lateral raise + 10 shrug,30,12,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Heavy lateral raise + 10 shrug,30,12,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Heavy lateral raise + 10 shrug,30,12,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Cable delt ,30,8,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Cable delt ,30,8,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Cable delt ,30,8,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Lateral cable raise,20,10,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Lateral cable raise,20,10,,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Lateral cable raise,20,8,Failur to 14.5,,,,Shoulders,Push,145
7/18/2022 18:23,7/18/2022 19:56,Over-head tricep cable,20,10,,,,,Triceps,Push,145
7/18/2022 18:23,7/18/2022 19:56,Over-head tricep cable,25,8,,,,,Triceps,Push,145
7/18/2022 18:23,7/18/2022 19:56,Over-head tricep cable,25,8,7.5 reps. Harf af,,,,Triceps,Push,145
7/18/2022 18:23,7/18/2022 19:56,Pushdowns,60,8,,,,,Triceps,Push,145
7/18/2022 18:23,7/18/2022 19:56,Pushdowns,60,8,,,,,Triceps,Push,145
7/18/2022 18:23,7/18/2022 19:56,Pushdowns,60,8,,,,,Triceps,Push,145
7/16/2022 14:18,7/16/2022 15:34,Incline dumbbell curl,40,9,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Incline dumbbell curl,40,8,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Incline dumbbell curl,40,8,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Dips,0,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Dips,0,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Dips,0,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Hammer Curl,40,12,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Hammer Curl,40,12,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Hammer Curl,40,11,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Over-head tricep cable,20,10,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Over-head tricep cable,25,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Over-head tricep cable,25,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Pushdowns,60,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Pushdowns,60,8,,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Pushdowns,60,8,Drop set to failure,,,,Triceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Heavy lateral raise + 10 shrug,30,12,,,,,Shoulders,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Heavy lateral raise + 10 shrug,30,12,,,,,Shoulders,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Heavy lateral raise + 10 shrug,30,12,,,,,Shoulders,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Preacher curl,,,"Hurt af, did not do this one(fell like bicep is tearing)",,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Preacher curl,,,,,,,Biceps,Arms and shoulders,
7/16/2022 14:18,7/16/2022 15:34,Preacher curl,,,,,,,Biceps,Arms and shoulders,
7/15/2022 18:00,7/15/2022 19:34,Hammer strenght high row,50,10,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Hammer strenght high row,60,8,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Hammer strenght high row,60,8,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Incline Dumbbell Press,70,10,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Incline Dumbbell Press,70,10,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Incline Dumbbell Press,80,9,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Lat pulldown,105,8,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Lat pulldown,105,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Lat pulldown,105,8,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,High to low cable chest fly,60,8,Same with low to high,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,High to low cable chest fly,60,8,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,High to low cable chest fly,60,10,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Low to high cable chest fly,60,8,The machine with kg (3 plate and 1 outside),,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Low to high cable chest fly,60,8,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Low to high cable chest fly,60,8,,,,,Chest,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,T-Bar row,45,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,T-Bar row,45,9,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,T-Bar row,45,,,,,,Back,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Lateral cable raise,20,10,,,,,Shoulders,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Lateral cable raise,20,10,,,,,Shoulders,"Upper body (chest, back, shoulder)",
7/15/2022 18:00,7/15/2022 19:34,Lateral cable raise,20,10,Drop set to failure,,,,Shoulders,"Upper body (chest, back, shoulder)",
7/13/2022 18:25,7/13/2022 20:00,Leg Extensions,90,10,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Leg Extensions,90,10,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Leg Extensions,90,12,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Squat,135,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Squat,135,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Squat,135,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Squat,145,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Leg Curls,70,12,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Leg Curls,80,10,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Leg Curls,90,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Dumbbell RDL,70,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Dumbbell RDL,70,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Dumbbell RDL,70,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Calf Raises,120,10,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Calf Raises,135,8,,,,,Legs,Legs,143.3
7/13/2022 18:25,7/13/2022 20:00,Calf Raises,135,8,,,,,Legs,Legs,143.3
