Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
6/14/2025 16:32,FB C,72h 26min,Leg Extension (Machine),1,210,7,0,0,
6/14/2025 16:32,FB C,72h 26min,Lying Leg Curl (Machine),1,150,6,0,0,
6/14/2025 16:32,FB C,72h 26min,Running (Treadmill),1,0,0,0.8,600,
6/17/2025 16:59,FB C,1h 6min,Seated Row (Cable),1,200,7,0,0,
6/17/2025 16:59,FB C,1h 6min,Incline Bench Press (Dumbbell),1,75,4,0,0,
6/17/2025 16:59,FB C,1h 6min,Chest Fly,1,165,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Chest Fly,2,165,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Pull Up,1,45,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Reverse Fly (Machine),1,195,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Preacher Curl (Machine),1,125,5,0,0,
6/17/2025 16:59,FB C,1h 6min,Lateral Raise (Cable),1,20,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Triceps Extension,1,80,5,0,0,
6/17/2025 16:59,FB C,1h 6min,Crunch (Machine),1,150,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Leg Extension (Machine),1,210,7,0,0,
6/17/2025 16:59,FB C,1h 6min,Leg Extension (Machine),2,210,7,0,0,
6/17/2025 16:59,FB C,1h 6min,Lying Leg Curl (Machine),1,150,6,0,0,
6/17/2025 16:59,FB C,1h 6min,Running (Treadmill),1,0,0,0.8,600,
6/19/2025 13:35,FB C,1h 4min,Chest Fly,1,170,5,0,0,
6/19/2025 13:35,FB C,1h 4min,Chest Fly,2,170,5,0,0,
6/19/2025 13:35,FB C,1h 4min,Seated Row (Cable),1,205,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Incline Bench Press (Dumbbell),1,75,5,0,0,
6/19/2025 13:35,FB C,1h 4min,Pull Up,1,45,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Reverse Fly (Machine),1,195,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Preacher Curl (Machine),1,125,5,0,0,
6/19/2025 13:35,FB C,1h 4min,Lateral Raise (Cable),1,20,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Triceps Extension,1,80,5,0,0,
6/19/2025 13:35,FB C,1h 4min,Crunch (Machine),1,150,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Leg Extension (Machine),1,210,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Lying Leg Curl (Machine),1,150,6,0,0,
6/19/2025 13:35,FB C,1h 4min,Running (Treadmill),1,0,0,0.8,600,
6/23/2025 14:38,FB C,101h 46min,Seated Row (Cable),1,205,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Incline Bench Press (Dumbbell),1,75,5,0,0,
6/23/2025 14:38,FB C,101h 46min,Chest Fly,1,170,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Chest Fly,2,175,5,0,0,
6/23/2025 14:38,FB C,101h 46min,Pull Up,1,45,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Reverse Fly (Machine),1,195,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Preacher Curl (Machine),1,125,5,0,0,
6/23/2025 14:38,FB C,101h 46min,Lateral Raise (Cable),1,20,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Triceps Extension,1,80,5,0,0,
6/23/2025 14:38,FB C,101h 46min,Crunch (Machine),1,150,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Leg Extension (Machine),1,210,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Leg Extension (Machine),2,210,7,0,0,
6/23/2025 14:38,FB C,101h 46min,Lying Leg Curl (Machine),1,150,6,0,0,
6/23/2025 14:38,FB C,101h 46min,Running (Treadmill),1,0,0,0.8,600,
6/27/2025 20:25,FB C,66h 35min,Seated Row (Cable),1,205,6,0,0,
6/27/2025 20:25,FB C,66h 35min,Incline Bench Press (Smith Machine),1,180,4,0,0,
6/27/2025 20:25,FB C,66h 35min,Chest Fly,1,170,6,0,0,
6/27/2025 20:25,FB C,66h 35min,Pull Up,1,45,6,0,0,
6/27/2025 20:25,FB C,66h 35min,Triceps Dip,1,90,5,0,0,
6/27/2025 20:25,FB C,66h 35min,Reverse Fly (Machine),1,195,6,0,0,
6/27/2025 20:25,FB C,66h 35min,Preacher Curl (Machine),1,125,5,0,0,
6/27/2025 20:25,FB C,66h 35min,Lateral Raise (Cable),1,20,6,0,0,
6/27/2025 20:25,FB C,66h 35min,Crunch (Machine),1,150,6,0,0,
6/27/2025 20:25,FB C,66h 35min,Leg Extension (Machine),1,210,7,0,0,
6/27/2025 20:25,FB C,66h 35min,Lying Leg Curl (Machine),1,150,6,0,0,
7/2/2025 16:47,FB C,40min,Seated Row (Cable),1,205,6,0,0,
7/2/2025 16:47,FB C,40min,Incline Bench Press (Smith Machine),1,160,6,0,0,
7/2/2025 16:47,FB C,40min,Chest Fly,1,170,6,0,0,
7/2/2025 16:47,FB C,40min,Pull Up,1,45,6,0,0,
7/2/2025 16:47,FB C,40min,Triceps Dip,1,90,5,0,0,
7/2/2025 16:47,FB C,40min,Reverse Fly (Machine),1,195,6,0,0,
7/2/2025 16:47,FB C,40min,Preacher Curl (Machine),1,125,5,0,0,
7/2/2025 16:47,FB C,40min,Lateral Raise (Cable),1,20,6,0,0,
7/2/2025 16:47,FB C,40min,Crunch (Machine),1,150,6,0,0,
7/2/2025 16:47,FB C,40min,Leg Extension (Machine),1,210,7,0,0,
7/2/2025 16:47,FB C,40min,Lying Leg Curl (Machine),1,150,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Seated Row (Cable),1,205,5,0,0,
7/4/2025 16:26,FB C,47h 39min,Incline Bench Press (Smith Machine),1,160,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Chest Fly,1,170,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Pull Up,1,45,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Triceps Dip,1,90,5,0,0,
7/4/2025 16:26,FB C,47h 39min,Reverse Fly (Machine),1,195,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Preacher Curl (Machine),1,125,5,0,0,
7/4/2025 16:26,FB C,47h 39min,Lateral Raise (Cable),1,20,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Crunch (Machine),1,150,6,0,0,
7/4/2025 16:26,FB C,47h 39min,Leg Extension (Machine),1,210,7,0,0,
7/4/2025 16:26,FB C,47h 39min,Lying Leg Curl (Machine),1,150,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Seated Row (Cable),1,205,5,0,0,
7/6/2025 16:05,FB C,1h 36min,Chest Fly,1,170,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Incline Bench Press (Dumbbell),1,70,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Triceps Extension,1,30,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Lat Pulldown (Cable),1,195,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Reverse Fly (Machine),1,195,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Preacher Curl (Machine),1,125,5,0,0,
7/6/2025 16:05,FB C,1h 36min,Lateral Raise (Cable),1,20,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Crunch (Machine),1,150,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Leg Extension (Machine),1,210,6,0,0,
7/6/2025 16:05,FB C,1h 36min,Lying Leg Curl (Machine),1,150,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Seated Row (Cable),1,195,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Chest Fly,1,170,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Incline Bench Press (Dumbbell),1,70,7,0,0,
7/8/2025 17:03,FB C,47h 55min,Triceps Extension,1,30,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Lat Pulldown (Cable),1,195,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Reverse Fly (Machine),1,195,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Preacher Curl (Machine),1,125,5,0,0,
7/8/2025 17:03,FB C,47h 55min,Lateral Raise (Cable),1,20,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Crunch (Machine),1,150,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Leg Extension (Machine),1,210,6,0,0,
7/8/2025 17:03,FB C,47h 55min,Lying Leg Curl (Machine),1,150,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Seated Row (Cable),1,195,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Chest Fly,1,170,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Incline Bench Press (Dumbbell),1,70,7,0,0,
7/10/2025 16:58,FB C,15h 18min,Triceps Extension,1,30,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Lat Pulldown (Cable),1,195,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Reverse Fly (Machine),1,195,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Preacher Curl (Machine),1,125,5,0,0,
7/10/2025 16:58,FB C,15h 18min,Lateral Raise (Cable),1,20,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Crunch (Machine),1,150,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Leg Extension (Machine),1,210,6,0,0,
7/10/2025 16:58,FB C,15h 18min,Lying Leg Curl (Machine),1,150,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Seated Row (Cable),1,195,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Chest Fly,1,170,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Incline Bench Press (Dumbbell),1,70,7,0,0,
7/12/2025 16:38,FB C,56h 3min,Triceps Extension,1,30,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Lat Pulldown (Cable),1,195,7,0,0,
7/12/2025 16:38,FB C,56h 3min,Reverse Fly (Machine),1,195,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Preacher Curl (Machine),1,125,5,0,0,
7/12/2025 16:38,FB C,56h 3min,Lateral Raise (Cable),1,20,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Crunch (Machine),1,150,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Leg Extension (Machine),1,210,6,0,0,
7/12/2025 16:38,FB C,56h 3min,Lying Leg Curl (Machine),1,150,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Seated Row (Cable),1,195,7,0,0,
7/15/2025 16:26,FB C,48h 48min,Chest Fly,1,170,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Chest Press (Machine),1,225,4,0,0,
7/15/2025 16:26,FB C,48h 48min,Incline Bench Press (Dumbbell),1,70,7,0,0,
7/15/2025 16:26,FB C,48h 48min,Lat Pulldown (Cable),1,195,7,0,0,
7/15/2025 16:26,FB C,48h 48min,Triceps Extension,1,30,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Reverse Fly (Machine),1,195,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Preacher Curl (Machine),1,125,5,0,0,
7/15/2025 16:26,FB C,48h 48min,Lateral Raise (Cable),1,20,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Crunch (Machine),1,150,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Leg Extension (Machine),1,210,6,0,0,
7/15/2025 16:26,FB C,48h 48min,Lying Leg Curl (Machine),1,150,6,0,0,
7/17/2025 17:15,FB C,66h 25min,Chest Press (Machine),1,225,7,0,0,
7/22/2025 16:50,FB C,48h 24min,Chest Press (Machine),1,225,7,0,0,
7/22/2025 16:50,FB C,48h 24min,Chest Fly,1,175,6,0,0,
7/22/2025 16:50,FB C,48h 24min,Incline Bench Press (Dumbbell),1,75,5,0,0,
7/22/2025 16:50,FB C,48h 24min,Lat Pulldown (Cable),1,200,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Chest Press (Machine),1,225,7,0,0,
7/24/2025 17:15,FB C,119h 4min,Chest Fly,1,175,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Incline Bench Press (Dumbbell),1,75,5,0,0,
7/24/2025 17:15,FB C,119h 4min,Seated Row (Cable),1,195,7,0,0,
7/24/2025 17:15,FB C,119h 4min,Triceps Extension,1,30,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Lat Pulldown (Cable),1,200,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Reverse Fly (Machine),1,195,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Preacher Curl (Machine),1,125,5,0,0,
7/24/2025 17:15,FB C,119h 4min,Lateral Raise (Cable),1,20,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Crunch (Machine),1,150,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Leg Extension (Machine),1,210,6,0,0,
7/24/2025 17:15,FB C,119h 4min,Lying Leg Curl (Machine),1,150,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Chest Press (Machine),1,230,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Chest Fly,1,175,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Incline Bench Press (Dumbbell),1,75,5,0,0,
7/29/2025 16:19,FB C,48h 6min,Seated Row (Cable),1,195,7,0,0,
7/29/2025 16:19,FB C,48h 6min,Triceps Extension,1,30,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Lat Pulldown (Cable),1,200,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Reverse Fly (Machine),1,195,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Preacher Curl (Machine),1,125,5,0,0,
7/29/2025 16:19,FB C,48h 6min,Lateral Raise (Cable),1,20,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Crunch (Machine),1,150,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Leg Extension (Machine),1,210,6,0,0,
7/29/2025 16:19,FB C,48h 6min,Lying Leg Curl (Machine),1,150,6,0,0,
7/31/2025 16:32,FB C,1h 18min,Chest Press (Machine),1,230,6,0,0,
7/31/2025 16:32,FB C,1h 18min,Chest Fly,1,175,6,0,0,
7/31/2025 16:32,FB C,1h 18min,Incline Bench Press (Dumbbell),1,75,5,0,0,
7/31/2025 16:32,FB C,1h 18min,Seated Row (Cable),1,195,7,0,0,
7/31/2025 16:32,FB C,1h 18min,Lat Pulldown (Cable),1,200,6,0,0,
7/31/2025 16:32,FB C,1h 18min,Triceps Extension,1,150,6,0,0,
7/31/2025 16:32,FB C,1h 18min,Preacher Curl (Machine),1,125,5,0,0,
7/31/2025 16:32,FB C,1h 18min,Lateral Raise (Cable),1,30,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Chest Press (Machine),1,230,6,0,0,
8/5/2025 15:20,FB C,1h 12min,Chest Fly,1,175,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Seated Row (Cable),1,210,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Lat Pulldown (Cable),1,210,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Preacher Curl (Machine),1,125,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Triceps Extension,1,150,6,0,0,
8/5/2025 15:20,FB C,1h 12min,Lateral Raise (Cable),1,30,5,0,0,
8/5/2025 15:20,FB C,1h 12min,Reverse Fly (Machine),1,195,6,0,0,
8/7/2025 18:01,FB C,42h 28min,Chest Press (Machine),1,230,6,0,0,
8/7/2025 18:01,FB C,42h 28min,Chest Fly,1,175,5,0,0,
8/7/2025 18:01,FB C,42h 28min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/7/2025 18:01,FB C,42h 28min,Seated Row (Cable),1,210,5,0,0,
8/7/2025 18:01,FB C,42h 28min,Lat Pulldown (Cable),1,210,5,0,0,
8/7/2025 18:01,FB C,42h 28min,Preacher Curl (Machine),1,125,5,0,0,
8/7/2025 18:01,FB C,42h 28min,Triceps Extension,1,150,6,0,0,
8/7/2025 18:01,FB C,42h 28min,Lateral Raise (Cable),1,30,5,0,0,
8/7/2025 18:01,FB C,42h 28min,Reverse Fly (Machine),1,195,6,0,0,
8/9/2025 12:30,FB C,56min,Chest Press (Machine),1,230,6,0,0,
8/9/2025 12:30,FB C,56min,Chest Fly,1,175,5,0,0,
8/9/2025 12:30,FB C,56min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/9/2025 12:30,FB C,56min,Seated Row (Cable),1,210,5,0,0,
8/9/2025 12:30,FB C,56min,Lat Pulldown (Cable),1,210,5,0,0,
8/9/2025 12:30,FB C,56min,Preacher Curl (Machine),1,125,5,0,0,
8/9/2025 12:30,FB C,56min,Triceps Extension,1,150,6,0,0,
8/9/2025 12:30,FB C,56min,Lateral Raise (Cable),1,30,5,0,0,
8/9/2025 12:30,FB C,56min,Reverse Fly (Machine),1,195,6,0,0,
8/12/2025 15:46,FB C,50h 45min,Chest Press (Machine),1,230,6,0,0,
8/12/2025 15:46,FB C,50h 45min,Chest Fly,1,175,5,0,0,
8/12/2025 15:46,FB C,50h 45min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/12/2025 15:46,FB C,50h 45min,Seated Row (Cable),1,210,5,0,0,
8/12/2025 15:46,FB C,50h 45min,Lat Pulldown (Cable),1,210,5,0,0,
8/12/2025 15:46,FB C,50h 45min,Preacher Curl (Machine),1,125,5,0,0,
8/12/2025 15:46,FB C,50h 45min,Triceps Extension,1,150,6,0,0,
8/12/2025 15:46,FB C,50h 45min,Lateral Raise (Cable),1,30,5,0,0,
8/12/2025 15:46,FB C,50h 45min,Reverse Fly (Machine),1,195,6,0,0,
8/14/2025 18:32,FB C,52min,Chest Press (Machine),1,230,7,0,0,
8/14/2025 18:32,FB C,52min,Chest Fly,1,175,6,0,0,
8/14/2025 18:32,FB C,52min,Incline Bench Press (Dumbbell),1,75,6,0,0,
8/14/2025 18:32,FB C,52min,Seated Row (Cable),1,210,6,0,0,
8/14/2025 18:32,FB C,52min,Lat Pulldown (Cable),1,210,6,0,0,
8/14/2025 18:32,FB C,52min,Preacher Curl (Machine),1,125,4,0,0,
8/14/2025 18:32,FB C,52min,Triceps Extension,1,150,6,0,0,
8/14/2025 18:32,FB C,52min,Lateral Raise (Cable),1,30,6,0,0,
8/14/2025 18:32,FB C,52min,Reverse Fly (Machine),1,195,6,0,0,
8/17/2025 8:59,FB C,1h 18min,Chest Press (Machine),1,230,7,0,0,
8/17/2025 8:59,FB C,1h 18min,Chest Fly,1,175,7,0,0,
8/17/2025 8:59,FB C,1h 18min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/17/2025 8:59,FB C,1h 18min,Seated Row (Cable),1,210,6,0,0,
8/17/2025 8:59,FB C,1h 18min,Lat Pulldown (Cable),1,210,5,0,0,
8/17/2025 8:59,FB C,1h 18min,Hack Squat,1,135,7,0,0,
8/17/2025 8:59,FB C,1h 18min,Hack Squat,2,160,5,0,0,
8/17/2025 8:59,FB C,1h 18min,Preacher Curl (Machine),1,125,5,0,0,
8/17/2025 8:59,FB C,1h 18min,Triceps Extension,1,150,6,0,0,
8/17/2025 8:59,FB C,1h 18min,Lateral Raise (Cable),1,30,7,0,0,
8/17/2025 8:59,FB C,1h 18min,Reverse Fly (Machine),1,195,6,0,0,
8/17/2025 8:59,FB C,1h 18min,Leg Extension (Machine),1,210,6,0,0,
8/17/2025 8:59,FB C,1h 18min,Lying Leg Curl (Machine),1,135,6,0,0,
8/19/2025 8:03,FB C,1h 14min,Chest Press (Machine),1,230,7,0,0,
8/19/2025 8:03,FB C,1h 14min,Chest Fly,1,175,7,0,0,
8/19/2025 8:03,FB C,1h 14min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/19/2025 8:03,FB C,1h 14min,Seated Row (Cable),1,210,6,0,0,
8/19/2025 8:03,FB C,1h 14min,Lat Pulldown (Cable),1,210,5,0,0,
8/19/2025 8:03,FB C,1h 14min,Hack Squat,1,160,5,0,0,
8/19/2025 8:03,FB C,1h 14min,Preacher Curl (Machine),1,125,6,0,0,
8/19/2025 8:03,FB C,1h 14min,Triceps Extension,1,60,5,0,0,
8/19/2025 8:03,FB C,1h 14min,Lateral Raise (Cable),1,30,7,0,0,
8/19/2025 8:03,FB C,1h 14min,Reverse Fly (Machine),1,195,6,0,0,
8/19/2025 8:03,FB C,1h 14min,Lying Leg Curl (Machine),1,140,5,0,0,
8/21/2025 17:38,FB C,1h 8min,Chest Press (Machine),1,230,8,0,0,
8/21/2025 17:38,FB C,1h 8min,Chest Fly,1,175,7,0,0,
8/21/2025 17:38,FB C,1h 8min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/21/2025 17:38,FB C,1h 8min,Seated Row (Cable),1,210,6,0,0,
8/21/2025 17:38,FB C,1h 8min,Lat Pulldown (Cable),1,210,5,0,0,
8/21/2025 17:38,FB C,1h 8min,Hack Squat,1,240,6,0,0,
8/21/2025 17:38,FB C,1h 8min,Hack Squat,2,240,6,0,0,
8/21/2025 17:38,FB C,1h 8min,Preacher Curl (Machine),1,125,6,0,0,
8/21/2025 17:38,FB C,1h 8min,Triceps Extension,1,60,5,0,0,
8/21/2025 17:38,FB C,1h 8min,Lateral Raise (Cable),1,30,7,0,0,
8/21/2025 17:38,FB C,1h 8min,Reverse Fly (Machine),1,195,6,0,0,
8/21/2025 17:38,FB C,1h 8min,Lying Leg Curl (Machine),1,140,5,0,0,
8/26/2025 20:25,FB C,113h 54min,Chest Press (Machine),1,235,6,0,0,
8/26/2025 20:25,FB C,113h 54min,Chest Fly,1,175,7,0,0,
8/26/2025 20:25,FB C,113h 54min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/26/2025 20:25,FB C,113h 54min,Seated Row (Cable),1,210,6,0,0,
8/26/2025 20:25,FB C,113h 54min,Lat Pulldown (Cable),1,210,6,0,0,
8/26/2025 20:25,FB C,113h 54min,Hack Squat,1,240,7,0,0,
8/26/2025 20:25,FB C,113h 54min,Hack Squat,2,240,7,0,0,
8/26/2025 20:25,FB C,113h 54min,Preacher Curl (Machine),1,125,6,0,0,
8/26/2025 20:25,FB C,113h 54min,Triceps Extension,1,60,5,0,0,
8/26/2025 20:25,FB C,113h 54min,Lateral Raise (Cable),1,30,7,0,0,
8/26/2025 20:25,FB C,113h 54min,Reverse Fly (Machine),1,195,6,0,0,
8/26/2025 20:25,FB C,113h 54min,Lying Leg Curl (Machine),1,140,5,0,0,
8/31/2025 14:20,FB C,35h 10min,Chest Press (Machine),1,235,6,0,0,
8/31/2025 14:20,FB C,35h 10min,Chest Fly,1,180,5,0,0,
8/31/2025 14:20,FB C,35h 10min,Incline Bench Press (Dumbbell),1,75,5,0,0,
8/31/2025 14:20,FB C,35h 10min,Seated Row (Cable),1,210,6,0,0,
8/31/2025 14:20,FB C,35h 10min,Lat Pulldown (Cable),1,210,6,0,0,
8/31/2025 14:20,FB C,35h 10min,Hack Squat,1,240,7,0,0,
8/31/2025 14:20,FB C,35h 10min,Hack Squat,2,240,7,0,0,
8/31/2025 14:20,FB C,35h 10min,Preacher Curl (Machine),1,125,6,0,0,
8/31/2025 14:20,FB C,35h 10min,Triceps Extension,1,60,5,0,0,
8/31/2025 14:20,FB C,35h 10min,Lateral Raise (Cable),1,30,7,0,0,
8/31/2025 14:20,FB C,35h 10min,Reverse Fly (Machine),1,195,6,0,0,
8/31/2025 14:20,FB C,35h 10min,Lying Leg Curl (Machine),1,140,5,0,0,
9/2/2025 21:14,FB C,26h 57min,Chest Press (Machine),1,235,6,0,0,
9/2/2025 21:14,FB C,26h 57min,Chest Fly,1,180,5,0,0,
9/2/2025 21:14,FB C,26h 57min,Incline Bench Press (Dumbbell),1,75,5,0,0,
9/2/2025 21:14,FB C,26h 57min,Seated Row (Cable),1,210,6,0,0,
9/2/2025 21:14,FB C,26h 57min,Lat Pulldown (Cable),1,210,6,0,0,
9/2/2025 21:14,FB C,26h 57min,Hack Squat,1,240,7,0,0,
9/2/2025 21:14,FB C,26h 57min,Hack Squat,2,240,7,0,0,
9/2/2025 21:14,FB C,26h 57min,Preacher Curl (Machine),1,125,6,0,0,
9/2/2025 21:14,FB C,26h 57min,Triceps Extension,1,60,5,0,0,
9/2/2025 21:14,FB C,26h 57min,Lateral Raise (Cable),1,30,7,0,0,
9/2/2025 21:14,FB C,26h 57min,Reverse Fly (Machine),1,195,6,0,0,
9/2/2025 21:14,FB C,26h 57min,Lying Leg Curl (Machine),1,140,5,0,0,
9/4/2025 16:43,FB C,7h 59min,Chest Press (Machine),1,235,6,0,0,
9/4/2025 16:43,FB C,7h 59min,Chest Fly,1,180,5,0,0,
9/4/2025 16:43,FB C,7h 59min,Incline Bench Press (Dumbbell),1,75,5,0,0,
9/4/2025 16:43,FB C,7h 59min,Seated Row (Cable),1,210,6,0,0,
9/4/2025 16:43,FB C,7h 59min,Lat Pulldown (Cable),1,210,6,0,0,
9/4/2025 16:43,FB C,7h 59min,Hack Squat,1,240,7,0,0,
9/4/2025 16:43,FB C,7h 59min,Hack Squat,2,240,7,0,0,
9/4/2025 16:43,FB C,7h 59min,Preacher Curl (Machine),1,125,6,0,0,
9/4/2025 16:43,FB C,7h 59min,Triceps Extension,1,60,5,0,0,
9/4/2025 16:43,FB C,7h 59min,Lateral Raise (Cable),1,30,7,0,0,
9/4/2025 16:43,FB C,7h 59min,Reverse Fly (Machine),1,195,6,0,0,
9/4/2025 16:43,FB C,7h 59min,Lying Leg Curl (Machine),1,140,5,0,0,
9/6/2025 13:33,FB C,8h 58min,Chest Press (Machine),1,235,6,0,0,
9/6/2025 13:33,FB C,8h 58min,Chest Fly,1,180,6,0,0,
9/6/2025 13:33,FB C,8h 58min,Incline Bench Press (Dumbbell),1,75,5,0,0,
9/6/2025 13:33,FB C,8h 58min,Seated Row (Cable),1,210,6,0,0,
9/6/2025 13:33,FB C,8h 58min,Lat Pulldown (Cable),1,210,6,0,0,
9/6/2025 13:33,FB C,8h 58min,Hack Squat,1,240,7,0,0,
9/6/2025 13:33,FB C,8h 58min,Hack Squat,2,240,7,0,0,
9/6/2025 13:33,FB C,8h 58min,Preacher Curl (Machine),1,125,6,0,0,
9/6/2025 13:33,FB C,8h 58min,Triceps Extension,1,60,5,0,0,
9/6/2025 13:33,FB C,8h 58min,Lateral Raise (Cable),1,30,7,0,0,
9/6/2025 13:33,FB C,8h 58min,Reverse Fly (Machine),1,195,6,0,0,
9/6/2025 13:33,FB C,8h 58min,Lying Leg Curl (Machine),1,140,5,0,0,
9/17/2025 15:08,FB C,1h 25min,Chest Press (Machine),1,235,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Chest Fly,1,180,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Cable Crossover,1,30,7,0,0,
9/17/2025 15:08,FB C,1h 25min,Cable Crossover,2,30,7,0,0,
9/17/2025 15:08,FB C,1h 25min,Seated Row (Cable),1,210,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Lat Pulldown (Cable),1,210,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Leg Extension (Machine),1,210,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Preacher Curl (Machine),1,125,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Triceps Extension,1,60,5,0,0,
9/17/2025 15:08,FB C,1h 25min,Lateral Raise (Cable),1,30,7,0,0,
9/17/2025 15:08,FB C,1h 25min,Reverse Fly (Machine),1,195,6,0,0,
9/17/2025 15:08,FB C,1h 25min,Lying Leg Curl (Machine),1,140,5,0,0,
9/22/2025 14:51,FB C,27h 58min,Chest Press (Machine),1,235,7,0,0,
9/22/2025 14:51,FB C,27h 58min,Chest Fly,1,185,6,0,0,
9/22/2025 14:51,FB C,27h 58min,Cable Crossover,1,30,7,0,0,
9/22/2025 14:51,FB C,27h 58min,Cable Crossover,2,30,7,0,0,
