date,year,week,muscle_group,exercise_name,weight,reps,volume,work_rate,frequency,max_1RM
2026-03-10,2026,11,Glutes,Deadlift (Barbell),225.0,5.0,1125.0,182.06572769953053,2,354.4104410441044
2026-03-10,2026,11,Glutes,Deadlift (Barbell),315.0,5.0,1575.0,182.06572769953053,2,354.4104410441044
2026-03-10,2026,11,Glutes,Deadlift (Barbell),315.0,4.0,1260.0,182.06572769953053,2,354.4104410441044
2026-03-10,2026,11,Glutes,Deadlift (Band),365.0,1.0,365.0,182.06572769953053,2,365.0
2026-03-10,2026,11,Triceps,Triceps Dip (Weighted),25.0,8.0,200.0,39.43661971830986,2,31.040476781723363
2026-03-10,2026,11,Triceps,Triceps Dip (Weighted),25.0,8.0,200.0,39.43661971830986,2,31.040476781723363
2026-03-10,2026,11,Triceps,Triceps Dip (Weighted),25.0,8.0,200.0,39.43661971830986,2,31.040476781723363
2026-03-10,2026,11,Lats,Pull Up (Weighted),25.0,1.0,25.0,6.572769953051644,1,25.714873482822462
2026-03-10,2026,11,Lats,Pull Up (Weighted),25.0,2.0,50.0,6.572769953051644,1,25.714873482822462
2026-03-10,2026,11,Lats,Pull Up (Weighted),25.0,1.0,25.0,6.572769953051644,1,25.714873482822462
2026-03-10,2026,11,Upper Back,Bent Over Row (Barbell),45.0,12.0,540.0,106.47887323943662,1,64.82281763180639
2026-03-09,2026,11,Glutes,Deadlift (Barbell),45.0,12.0,540.0,168.125,2,345.0
2026-03-09,2026,11,Glutes,Deadlift (Barbell),135.0,8.0,1080.0,168.125,2,345.0
2026-03-09,2026,11,Glutes,Deadlift (Barbell),225.0,5.0,1125.0,168.125,2,345.0
2026-03-09,2026,11,Glutes,Deadlift (Barbell),315.0,3.0,945.0,168.125,2,345.0
2026-03-09,2026,11,Glutes,Deadlift (Barbell),345.0,1.0,345.0,168.125,2,345.0
2026-03-06,2026,10,Chest,Bench Press (Dumbbell),55.0,8.0,440.0,140.66666666666666,1,90.01440230436869
2026-03-06,2026,10,Chest,Bench Press (Dumbbell),65.0,8.0,520.0,140.66666666666666,1,90.01440230436869
2026-03-06,2026,10,Chest,Bench Press (Dumbbell),75.0,7.0,525.0,140.66666666666666,1,90.01440230436869
2026-03-06,2026,10,Chest,Bench Press (Dumbbell),75.0,5.0,375.0,140.66666666666666,1,90.01440230436869
2026-03-06,2026,10,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,121.48148148148148,1,43.21521175453759
2026-03-06,2026,10,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,121.48148148148148,1,43.21521175453759
2026-03-06,2026,10,Biceps,Seated Incline Curl (Dumbbell),25.0,12.0,300.0,121.48148148148148,1,43.21521175453759
2026-03-06,2026,10,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,121.48148148148148,1,43.21521175453759
2026-03-06,2026,10,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,121.48148148148148,1,43.21521175453759
2026-03-06,2026,10,Biceps,Hammer Curl (Dumbbell),25.0,12.0,300.0,121.48148148148148,1,43.21521175453759
2026-03-06,2026,10,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,163.33333333333334,1,28.81014116969173
2026-03-06,2026,10,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,163.33333333333334,1,28.81014116969173
2026-03-06,2026,10,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,163.33333333333334,1,28.81014116969173
2026-03-06,2026,10,Chest,Incline Bench Press (Dumbbell),50.0,5.0,250.0,140.66666666666666,1,56.255625562556254
2026-03-06,2026,10,Upper Back,Seated Row (Machine),120.0,12.0,1440.0,533.3333333333334,1,242.11571889744224
2026-03-06,2026,10,Upper Back,Seated Row (Machine),150.0,12.0,1800.0,533.3333333333334,1,242.11571889744224
2026-03-06,2026,10,Upper Back,Seated Row (Machine),195.0,8.0,1560.0,533.3333333333334,1,242.11571889744224
2026-03-06,2026,10,Shoulders,Seated Shoulder Press (Machine),75.0,8.0,600.0,163.33333333333334,1,115.74074074074073
2026-03-06,2026,10,Shoulders,Seated Shoulder Press (Machine),90.0,9.0,810.0,163.33333333333334,1,115.74074074074073
2026-03-06,2026,10,Shoulders,Seated Shoulder Press (Machine),90.0,9.0,810.0,163.33333333333334,1,115.74074074074073
2026-03-06,2026,10,Lats,Lat Pulldown (Machine),105.0,12.0,1260.0,500.0,1,194.46845289541918
2026-03-06,2026,10,Lats,Lat Pulldown (Machine),135.0,12.0,1620.0,500.0,1,194.46845289541918
2026-03-06,2026,10,Lats,Lat Pulldown (Machine),135.0,12.0,1620.0,500.0,1,194.46845289541918
2026-03-06,2026,10,Rear Delts,Face Pull,30.0,12.0,360.0,173.33333333333334,1,65.48788474132286
2026-03-06,2026,10,Rear Delts,Face Pull,40.0,15.0,600.0,173.33333333333334,1,65.48788474132286
2026-03-06,2026,10,Rear Delts,Face Pull,40.0,15.0,600.0,173.33333333333334,1,65.48788474132286
2026-03-06,2026,10,Abdominals,Hanging Leg Raise,,12.0,,0.0,2,
2026-03-06,2026,10,Abdominals,Hanging Leg Raise,,10.0,,0.0,2,
2026-03-06,2026,10,Abdominals,Hanging Leg Raise,,5.0,,0.0,2,
2026-03-06,2026,10,Abdominals,Hanging Leg Raise,,12.0,,0.0,2,
2026-03-06,2026,10,Biceps,Reverse Curl (Cable),30.0,12.0,360.0,121.48148148148148,1,57.62028233938346
2026-03-06,2026,10,Biceps,Reverse Curl (Cable),40.0,12.0,480.0,121.48148148148148,1,57.62028233938346
2026-03-06,2026,10,Biceps,Reverse Curl (Cable),40.0,10.0,400.0,121.48148148148148,1,57.62028233938346
2026-03-06,2026,10,other,Wrist Curl Cable Straight Bar,60.0,8.0,480.0,160.0,1,74.49714427613607
2026-03-06,2026,10,other,Wrist Curl Cable Straight Bar,60.0,8.0,480.0,160.0,1,74.49714427613607
2026-03-06,2026,10,other,Wrist Curl Cable Straight Bar,60.0,8.0,480.0,160.0,1,74.49714427613607
2026-03-05,2026,10,Abdominals,Jackknife Sit Up,,20.0,,0.0,2,
2026-03-05,2026,10,Abdominals,Jackknife Sit Up,,20.0,,0.0,2,
2026-03-05,2026,10,Abdominals,Jackknife Sit Up,,20.0,,0.0,2,
2026-03-05,2026,10,Abdominals,Jackknife Sit Up,,20.0,,0.0,2,
2026-02-26,2026,9,Lats,Pull Up,,9.0,,0.0,1,
2026-02-26,2026,9,Lats,Pull Up,,7.0,,0.0,1,
2026-02-26,2026,9,Lats,Pull Up,,8.0,,0.0,1,
2026-02-26,2026,9,Shoulders,Lateral Raise (Dumbbell),20.0,15.0,300.0,45.21739130434783,2,32.74394237066143
2026-02-26,2026,9,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,45.21739130434783,2,32.74394237066143
2026-02-26,2026,9,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,45.21739130434783,2,32.74394237066143
2026-02-26,2026,9,other,Weird Shoulder Rotator Stretch,10.0,10.0,100.0,17.391304347826086,1,13.336889837289943
2026-02-26,2026,9,other,Weird Shoulder Rotator Stretch,10.0,10.0,100.0,17.391304347826086,1,13.336889837289943
2026-02-26,2026,9,other,Weird Shoulder Rotator Stretch,10.0,10.0,100.0,17.391304347826086,1,13.336889837289943
2026-02-26,2026,9,Abdominals,Crunch (Machine),170.0,12.0,2040.0,332.7536231884058,1,266.4938058196485
2026-02-26,2026,9,Abdominals,Crunch (Machine),185.0,12.0,2220.0,332.7536231884058,1,266.4938058196485
2026-02-26,2026,9,Abdominals,Crunch (Machine),185.0,8.0,1480.0,332.7536231884058,1,266.4938058196485
2026-02-24,2026,9,Chest,Bench Press (Barbell),45.0,12.0,540.0,88.72,1,214.8664343786295
2026-02-24,2026,9,Chest,Bench Press (Barbell),135.0,8.0,1080.0,88.72,1,214.8664343786295
2026-02-24,2026,9,Chest,Bench Press (Barbell),185.0,5.0,925.0,88.72,1,214.8664343786295
2026-02-24,2026,9,Chest,Bench Press (Barbell),185.0,6.0,1110.0,88.72,1,214.8664343786295
2026-02-24,2026,9,Chest,Incline Chest Fly (Dumbbell),25.0,10.0,250.0,88.72,1,33.342224593224856
2026-02-24,2026,9,Chest,Incline Chest Fly (Dumbbell),25.0,10.0,250.0,88.72,1,33.342224593224856
2026-02-24,2026,9,Chest,Incline Chest Fly (Dumbbell),25.0,10.0,250.0,88.72,1,33.342224593224856
2026-02-24,2026,9,Chest,Incline Bench Press (Dumbbell),60.0,6.0,360.0,88.72,1,72.01152184349496
2026-02-24,2026,9,Chest,Incline Bench Press (Dumbbell),60.0,7.0,420.0,88.72,1,72.01152184349496
2026-02-24,2026,9,Chest,Incline Bench Press (Dumbbell),60.0,6.0,360.0,88.72,1,72.01152184349496
2026-02-24,2026,9,Triceps,Triceps Dip,,7.0,,0.0,1,
2026-02-24,2026,9,Triceps,Triceps Dip,,6.0,,0.0,1,
2026-02-24,2026,9,Triceps,Triceps Dip,,5.0,,0.0,1,
2026-02-24,2026,9,Triceps,Triceps Dip,,3.0,,0.0,1,
2026-02-24,2026,9,Shoulders,Shoulder Press (Dumbbell),40.0,8.0,320.0,44.8,2,49.66476285075738
2026-02-24,2026,9,Shoulders,Shoulder Press (Dumbbell),40.0,6.0,240.0,44.8,2,49.66476285075738
2026-02-21,2026,8,Glutes,Deadlift (Barbell),45.0,12.0,540.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),135.0,8.0,1080.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),225.0,5.0,1125.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),315.0,3.0,945.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),315.0,4.0,1260.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),315.0,1.0,315.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),225.0,8.0,1800.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),225.0,8.0,1800.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),225.0,16.0,3600.0,193.2,1,385.934819897084
2026-02-21,2026,8,Glutes,Deadlift (Barbell),225.0,9.0,2025.0,193.2,1,385.934819897084
2026-02-21,2026,8,Chest,Bench Press (Barbell),135.0,8.0,1080.0,144.0,3,167.61857462130615
2026-02-21,2026,8,Chest,Bench Press (Barbell),135.0,8.0,1080.0,144.0,3,167.61857462130615
2026-02-17,2026,8,Chest,Incline Bench Press (Barbell),45.0,12.0,540.0,122.23880597014926,3,167.61857462130615
2026-02-17,2026,8,Chest,Incline Bench Press (Barbell),95.0,5.0,475.0,122.23880597014926,3,167.61857462130615
2026-02-17,2026,8,Chest,Incline Bench Press (Barbell),115.0,8.0,920.0,122.23880597014926,3,167.61857462130615
2026-02-17,2026,8,Chest,Incline Bench Press (Barbell),135.0,8.0,1080.0,122.23880597014926,3,167.61857462130615
2026-02-17,2026,8,Chest,Incline Bench Press (Barbell),135.0,8.0,1080.0,122.23880597014926,3,167.61857462130615
2026-02-17,2026,8,Shoulders,Overhead Press (Barbell),115.0,3.0,345.0,51.492537313432834,2,121.7704362558238
2026-02-17,2026,8,Shoulders,Overhead Press (Barbell),115.0,3.0,345.0,51.492537313432834,2,121.7704362558238
2026-02-17,2026,8,Abdominals,Hanging Leg Raise,,12.0,,0.0,1,
2026-02-17,2026,8,Abdominals,Hanging Leg Raise,,12.0,,0.0,1,
2026-02-17,2026,8,Abdominals,Hanging Leg Raise,,12.0,,0.0,1,
2026-02-16,2026,8,Chest,Bench Press (Barbell),45.0,12.0,540.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),135.0,5.0,675.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),185.0,1.0,185.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),205.0,1.0,205.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),230.0,1.0,230.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),235.0,1.0,235.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),185.0,5.0,925.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Chest,Bench Press (Barbell),185.0,6.0,1110.0,116.85132575757575,3,235.0
2026-02-16,2026,8,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,86.25000000000001,1,43.21521175453759
2026-02-16,2026,8,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,86.25000000000001,1,43.21521175453759
2026-02-16,2026,8,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,86.25000000000001,1,43.21521175453759
2026-02-16,2026,8,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,86.25000000000001,1,43.21521175453759
2026-02-16,2026,8,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,86.25000000000001,1,43.21521175453759
2026-02-16,2026,8,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,86.25000000000001,1,43.21521175453759
2026-02-16,2026,8,Chest,Incline Bench Press (Dumbbell),60.0,8.0,480.0,116.85132575757575,3,74.49714427613607
2026-02-16,2026,8,Chest,Incline Bench Press (Dumbbell),60.0,7.0,420.0,116.85132575757575,3,74.49714427613607
2026-02-16,2026,8,Chest,Incline Bench Press (Dumbbell),60.0,6.0,360.0,116.85132575757575,3,74.49714427613607
2026-02-16,2026,8,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,57.50000000000001,2,28.81014116969173
2026-02-16,2026,8,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,57.50000000000001,2,28.81014116969173
2026-02-16,2026,8,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,57.50000000000001,2,28.81014116969173
2026-02-16,2026,8,Triceps,Skullcrusher (Dumbbell),20.0,12.0,240.0,57.50000000000001,1,28.81014116969173
2026-02-16,2026,8,Triceps,Skullcrusher (Dumbbell),20.0,12.0,240.0,57.50000000000001,1,28.81014116969173
2026-02-16,2026,8,Triceps,Skullcrusher (Dumbbell),20.0,12.0,240.0,57.50000000000001,1,28.81014116969173
2026-02-11,2026,7,Glutes,Deadlift (Barbell),45.0,12.0,540.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),135.0,8.0,1080.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),225.0,5.0,1125.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),315.0,5.0,1575.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),345.0,1.0,345.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),315.0,1.0,315.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),225.0,10.0,2250.0,125.69620253164557,1,354.4104410441044
2026-02-11,2026,7,Glutes,Deadlift (Barbell),225.0,12.0,2700.0,125.69620253164557,1,354.4104410441044
2026-02-10,2026,7,Chest,Bench Press (Barbell),45.0,12.0,540.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,Chest,Bench Press (Barbell),135.0,8.0,1080.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,Chest,Bench Press (Barbell),185.0,5.0,925.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,Chest,Bench Press (Barbell),185.0,5.0,925.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,Chest,Bench Press (Barbell),185.0,5.0,925.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,Chest,Bench Press (Barbell),155.0,5.0,775.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,Chest,Bench Press (Barbell),155.0,5.0,775.0,166.16459627329192,1,208.14581458145813
2026-02-10,2026,7,other,Weird Shoulder Rotator Stretch,10.0,10.0,100.0,19.565217391304348,1,13.336889837289943
2026-02-10,2026,7,other,Weird Shoulder Rotator Stretch,10.0,10.0,100.0,19.565217391304348,1,13.336889837289943
2026-02-10,2026,7,other,Weird Shoulder Rotator Stretch,10.0,10.0,100.0,19.565217391304348,1,13.336889837289943
2026-02-10,2026,7,Triceps,Bench Press - Close Grip (Barbell),95.0,10.0,950.0,185.8695652173913,1,126.70045345425446
2026-02-10,2026,7,Triceps,Bench Press - Close Grip (Barbell),95.0,10.0,950.0,185.8695652173913,1,126.70045345425446
2026-02-10,2026,7,Shoulders,Lateral Raise (Dumbbell),20.0,10.0,200.0,41.73913043478261,1,28.81014116969173
2026-02-10,2026,7,Shoulders,Lateral Raise (Dumbbell),20.0,10.0,200.0,41.73913043478261,1,28.81014116969173
2026-02-10,2026,7,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,41.73913043478261,1,28.81014116969173
2026-02-10,2026,7,Abdominals,Hanging Leg Raise,,12.0,,0.0,1,
2026-02-10,2026,7,Abdominals,Hanging Leg Raise,,12.0,,0.0,1,
2026-02-10,2026,7,Abdominals,Hanging Leg Raise,,12.0,,0.0,1,
2026-02-08,2026,6,Lats,Pull Up,,12.0,,0.0,1,
2026-02-08,2026,6,Lats,Pull Up,,8.0,,0.0,1,
2026-02-08,2026,6,Lats,Pull Up,,8.0,,0.0,1,
2026-02-08,2026,6,Lats,Chin Up,,8.0,,0.0,1,
2026-02-08,2026,6,Lats,Chin Up,,8.0,,0.0,1,
2026-02-08,2026,6,Abdominals,Hanging Leg Raise,,12.0,,0.0,3,
2026-02-08,2026,6,Abdominals,Hanging Leg Raise,,12.0,,0.0,3,
2026-02-08,2026,6,Abdominals,Hanging Leg Raise,,12.0,,0.0,3,
2026-02-07,2026,6,Chest,Bench Press (Barbell),45.0,12.0,540.0,272.1666666666667,2,222.03552568410944
2026-02-07,2026,6,Chest,Bench Press (Barbell),135.0,8.0,1080.0,272.1666666666667,2,222.03552568410944
2026-02-07,2026,6,Chest,Bench Press (Barbell),185.0,4.0,740.0,272.1666666666667,2,222.03552568410944
2026-02-07,2026,6,Chest,Bench Press (Barbell),185.0,7.0,1295.0,272.1666666666667,2,222.03552568410944
2026-02-07,2026,6,Chest,Bench Press (Barbell),185.0,6.0,1110.0,272.1666666666667,2,222.03552568410944
2026-02-07,2026,6,Chest,Feet Up Bench Press (Barbell),135.0,8.0,1080.0,272.1666666666667,2,167.61857462130615
2026-02-07,2026,6,Chest,Feet Up Bench Press (Barbell),135.0,8.0,1080.0,272.1666666666667,2,167.61857462130615
2026-02-07,2026,6,Chest,Incline Bench Press (Dumbbell),50.0,8.0,400.0,272.1666666666667,2,74.49714427613607
2026-02-07,2026,6,Chest,Incline Bench Press (Dumbbell),60.0,8.0,480.0,272.1666666666667,2,74.49714427613607
2026-02-07,2026,6,Chest,Incline Bench Press (Dumbbell),60.0,6.0,360.0,272.1666666666667,2,74.49714427613607
2026-02-07,2026,6,Rear Delts,Face Pull,30.0,20.0,600.0,157.11111111111111,1,63.586265366680784
2026-02-07,2026,6,Rear Delts,Face Pull,37.0,10.0,370.0,157.11111111111111,1,63.586265366680784
2026-02-07,2026,6,Rear Delts,Face Pull,37.0,12.0,444.0,157.11111111111111,1,63.586265366680784
2026-02-07,2026,6,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,75.55555555555556,2,28.81014116969173
2026-02-07,2026,6,Shoulders,Lateral Raise (Dumbbell),20.0,10.0,200.0,75.55555555555556,2,28.81014116969173
2026-02-07,2026,6,Shoulders,Lateral Raise (Dumbbell),20.0,12.0,240.0,75.55555555555556,2,28.81014116969173
2026-02-07,2026,6,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,92.5,2,43.21521175453759
2026-02-07,2026,6,Biceps,Seated Incline Curl (Dumbbell),30.0,10.0,300.0,92.5,2,43.21521175453759
2026-02-07,2026,6,Biceps,Hammer Curl (Dumbbell),30.0,10.0,300.0,92.5,2,40.01066951186983
2026-02-07,2026,6,Biceps,Hammer Curl (Dumbbell),30.0,5.0,150.0,92.5,2,40.01066951186983
2026-02-07,2026,6,Abdominals,Hanging Leg Raise,,12.0,,0.0,3,
2026-02-07,2026,6,Abdominals,Hanging Leg Raise,,10.0,,0.0,3,
2026-02-07,2026,6,Triceps,Skullcrusher (Dumbbell),20.0,8.0,160.0,60.0,1,26.673779674579887
2026-02-07,2026,6,Triceps,Skullcrusher (Dumbbell),20.0,10.0,200.0,60.0,1,26.673779674579887
2026-02-07,2026,6,Forearms,Seated Palms Up Wrist Curl,20.0,8.0,160.0,53.333333333333336,1,24.83238142537869
2026-02-07,2026,6,Forearms,Seated Palms Up Wrist Curl,20.0,8.0,160.0,53.333333333333336,1,24.83238142537869
2026-02-03,2026,6,Glutes,Deadlift (Trap bar),260.0,5.0,1300.0,144.07407407407408,1,381.8459524329042
2026-02-03,2026,6,Glutes,Deadlift (Trap bar),300.0,5.0,1500.0,144.07407407407408,1,381.8459524329042
2026-02-03,2026,6,Glutes,Deadlift (Trap bar),310.0,5.0,1550.0,144.07407407407408,1,381.8459524329042
2026-02-03,2026,6,Glutes,Deadlift (Trap bar),350.0,4.0,1400.0,144.07407407407408,1,381.8459524329042
2026-02-03,2026,6,Glutes,Deadlift (Barbell),315.0,9.0,2835.0,144.07407407407408,1,405.09259259259255
2026-02-03,2026,6,Glutes,Deadlift (Barbell),340.0,1.0,340.0,144.07407407407408,1,405.09259259259255
2026-02-03,2026,6,Glutes,Deadlift (Barbell),315.0,8.0,2520.0,144.07407407407408,1,405.09259259259255
2026-02-03,2026,6,Glutes,Deadlift (Barbell),225.0,1.0,225.0,144.07407407407408,1,405.09259259259255
2026-02-02,2026,6,Chest,Bench Press (Barbell),45.0,12.0,540.0,211.90639269406395,2,223.6526292821296
2026-02-02,2026,6,Chest,Bench Press (Barbell),135.0,8.0,1080.0,211.90639269406395,2,223.6526292821296
2026-02-02,2026,6,Chest,Bench Press (Barbell),185.0,6.0,1110.0,211.90639269406395,2,223.6526292821296
2026-02-02,2026,6,Chest,Bench Press (Barbell),205.0,4.0,820.0,211.90639269406395,2,223.6526292821296
2026-02-02,2026,6,Chest,Bench Press (Barbell),205.0,2.0,410.0,211.90639269406395,2,223.6526292821296
2026-02-02,2026,6,Chest,Bench Press (Barbell),185.0,5.0,925.0,211.90639269406395,2,223.6526292821296
2026-02-02,2026,6,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,102.99412915851273,2,43.21521175453759
2026-02-02,2026,6,Biceps,Seated Incline Curl (Dumbbell),30.0,12.0,360.0,102.99412915851273,2,43.21521175453759
2026-02-02,2026,6,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,102.99412915851273,2,43.21521175453759
2026-02-02,2026,6,Biceps,Hammer Curl (Dumbbell),30.0,12.0,360.0,102.99412915851273,2,43.21521175453759
2026-02-02,2026,6,Biceps,Bicep Curl (Barbell),95.0,2.0,190.0,102.99412915851273,2,97.71651923472535
2026-02-02,2026,6,Biceps,Bicep Curl (Barbell),75.0,8.0,600.0,102.99412915851273,2,97.71651923472535
2026-02-02,2026,6,Biceps,Bicep Curl (Barbell),45.0,12.0,540.0,102.99412915851273,2,97.71651923472535
2026-02-02,2026,6,Abdominals,Crunch (Machine),180.0,12.0,2160.0,504.0639269406393,3,260.0693518271539
2026-02-02,2026,6,Abdominals,Crunch (Machine),195.0,10.0,1950.0,504.0639269406393,3,260.0693518271539
2026-02-02,2026,6,Abdominals,Crunch (Machine),170.0,10.0,1700.0,504.0639269406393,3,260.0693518271539
2026-02-02,2026,6,Shoulders,Seated Shoulder Press (Machine),75.0,8.0,600.0,187.39726027397262,2,130.37000248323812
2026-02-02,2026,6,Shoulders,Seated Shoulder Press (Machine),90.0,8.0,720.0,187.39726027397262,2,130.37000248323812
2026-02-02,2026,6,Shoulders,Seated Shoulder Press (Machine),105.0,8.0,840.0,187.39726027397262,2,130.37000248323812
2026-01-31,2026,5,Chest,Bench Press (Barbell),45.0,12.0,540.0,154.63768115942028,2,230.64806480648065
2026-01-31,2026,5,Chest,Bench Press (Barbell),135.0,5.0,675.0,154.63768115942028,2,230.64806480648065
2026-01-31,2026,5,Chest,Bench Press (Barbell),185.0,1.0,185.0,154.63768115942028,2,230.64806480648065
2026-01-31,2026,5,Chest,Bench Press (Barbell),205.0,1.0,205.0,154.63768115942028,2,230.64806480648065
2026-01-31,2026,5,Chest,Bench Press (Barbell),225.0,1.0,225.0,154.63768115942028,2,230.64806480648065
